timestamp,mac,rssi,name,advertisement,lat,lon,accuracy
20151102 15:51:04,F4:F9:51:D2:3A:8A,-84,null,02011a0bff4c0009060301c0a8bb3c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,
20151102 15:51:08,F4:F9:51:D2:3A:8A,-89,null,02011a0bff4c0009060301c0a8bb3c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5248706,-122.6759229,27.28700065612793
20151102 15:51:13,F4:F9:51:D2:3A:8A,-87,null,02011a0bff4c0009060301c0a8bb3c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5248344,-122.6758855,18.149999618530273
20151102 15:52:13,7C:D1:C3:3D:41:C1,-89,null,02011a0bff4c00090602200a0000c90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5248073,-122.6756693,14.0
20151102 15:52:23,4D:02:96:20:C9:68,-89,null,02010613ff4c000c0e008fb8ded300d191c46cbc04e31a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5249733,-122.6750053,33.0
20151102 15:52:33,4D:02:96:20:C9:68,-90,null,02010613ff4c000c0e0091b8ddb1a89d679d863ac183e8000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5250308,-122.6749122,117.59300231933594
20151102 15:52:33,4D:02:96:20:C9:68,-93,null,02010613ff4c000c0e0091b8ddb1a89d679d863ac183e8000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5250308,-122.6749122,117.59300231933594
20151102 15:52:33,4D:02:96:20:C9:68,-88,null,02010613ff4c000c0e0091b8ddb1a89d679d863ac183e8000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5250308,-122.6749122,117.59300231933594
20151102 15:52:38,79:03:E8:B1:31:5F,-94,null,02011a13ff4c000c0e001d1ef2a40cbf78c30a8a5c4e9f000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5250308,-122.6749122,117.59300231933594
20151102 15:52:38,79:03:E8:B1:31:5F,-88,null,02011a13ff4c000c0e001d1ef2a40cbf78c30a8a5c4e9f000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5250308,-122.6749122,117.59300231933594
20151102 15:52:43,4D:02:96:20:C9:68,-89,null,02010613ff4c000c0e0092b8e3805bec76be897c4ed91e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:43,79:03:E8:B1:31:5F,-80,null,02011a13ff4c000c0e001d1ef2a40cbf78c30a8a5c4e9f000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:43,79:03:E8:B1:31:5F,-81,null,02011a13ff4c000c0e001d1ef2a40cbf78c30a8a5c4e9f000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:44,79:03:E8:B1:31:5F,-82,null,02011a13ff4c000c0e001e1e704f2f4ffa126ddcaf4579000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:48,79:03:E8:B1:31:5F,-80,null,02011a13ff4c000c0e001e1e704f2f4ffa126ddcaf4579000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:48,52:E2:43:5F:3F:60,-88,null,02010613ff4c000c0e0015c432b37ba4ea980de5d2fd52000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:48,79:03:E8:B1:31:5F,-89,null,02011a13ff4c000c0e001e1e704f2f4ffa126ddcaf4579000000000000000000000000000000000000000000000000000000000000000000000000000000,45.524519,-122.6754263,24.0
20151102 15:52:53,79:03:E8:B1:31:5F,-91,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,52:E2:43:5F:3F:60,-90,null,02010613ff4c000c0e0016c452b82684a74bf18bb0ee8d000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-99,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-92,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-92,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,52:E2:43:5F:3F:60,-92,null,02010613ff4c000c0e0016c452b82684a74bf18bb0ee8d000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-90,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-82,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-88,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-88,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-90,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-90,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,52:E2:43:5F:3F:60,-94,null,02010613ff4c000c0e0016c452b82684a74bf18bb0ee8d000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-89,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-89,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-88,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:53,79:03:E8:B1:31:5F,-88,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:54,79:03:E8:B1:31:5F,-87,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:58,79:03:E8:B1:31:5F,-90,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:58,FF:DB:B7:62:24:F4,-95,null,0201061aff4c000215fd7b79669c0f471a83a246d995ae85a1ae456170a60000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:52:58,79:03:E8:B1:31:5F,-95,null,02011a13ff4c000c0e001f1ee2187409d1ce0af008ec3e000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5242498,-122.675571,23.0
20151102 15:53:14,D7:C7:50:94:71:59,-94,null,0201061aff4c000215fd7b79669c0f471a83a246d995ae85a1ab75e5e9a50000000000000000000000000000000000000000000000000000000000000000,45.5241453,-122.6753804,29.0
20151102 15:53:24,B0:34:95:4C:49:17,-93,null,02011a0bff4c00090603710a0001650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,4E:8C:DF:59:CD:C0,-93,null,02010613ff4c000c0e0066f5b95d5fa1630c63317be33a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,B0:34:95:4C:49:17,-92,null,02011a0bff4c00090603710a0001650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,38:99:0D:2B:E5:11,-98,null,0201041aff4c00021566622e6d652f40ca9e6f6f716661636514b46114c50000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,21:8B:14:61:B4:14,-97,null,0201040303b8fe17ffab0151e52b0d3d54d0ec5ee4984110d00284c539d91300000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,4E:8C:DF:59:CD:C0,-89,null,02010613ff4c000c0e0066f5b95d5fa1630c63317be33a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,4E:8C:DF:59:CD:C0,-89,null,02010613ff4c000c0e0066f5b95d5fa1630c63317be33a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,4E:8C:DF:59:CD:C0,-91,null,02010613ff4c000c0e0066f5b95d5fa1630c63317be33a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:29,4E:8C:DF:59:CD:C0,-96,null,02010613ff4c000c0e0066f5b95d5fa1630c63317be33a000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,19.0
20151102 15:53:39,4E:8C:DF:59:CD:C0,-93,null,02010613ff4c000c0e0067f5c617e8fe32a9a23f81991d000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:39,B0:34:95:4C:49:17,-87,null,02011a0bff4c00090603710a0001650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:39,21:8B:14:61:B4:14,-96,null,0201040303b8fe17ffab0151e52b0d3d54d0ec5ee4984110d00284c539d91300000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:39,4E:8C:DF:59:CD:C0,-95,null,02010613ff4c000c0e0067f5c617e8fe32a9a23f81991d000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,38:99:0D:2B:E5:11,-96,null,0201041aff4c00021566622e6d652f40ca9e6f6f716661636514b46114c50000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,21:8B:14:61:B4:14,-98,null,0201040303b8fe17ffab0151e52b0d3d54d0ec5ee4984110d00284c539d91300000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,B0:34:95:4C:49:17,-85,null,02011a0bff4c00090603710a0001650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,6D:63:2C:BF:89:C4,-94,null,02011a13ff4c000c0e0093c76e46d0af91dfadd23ccd64000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,B0:34:95:4C:49:17,-88,null,02011a0bff4c00090603710a0001650000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,38:99:0D:2B:E5:11,-88,null,0201041aff4c00021566622e6d652f40ca9e6f6f716661636514b46114c50000000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:44,21:8B:14:61:B4:14,-90,null,0201040303b8fe17ffab0151e52b0d3d54d0ec5ee4984110d00284c539d91300000000000000000000000000000000000000000000000000000000000000,45.5238112,-122.6755059,104.5510025024414
20151102 15:53:53,38:99:0D:2B:E5:11,-97,null,0201041aff4c00021566622e6d652f40ca9e6f6f716661636514b46114c50000000000000000000000000000000000000000000000000000000000000000,45.5236599,-122.6757865,21.0
